modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,sample_width,frame_rate,frame_width,length_ms,frame_count,intensity,zero_crossings_sum,mfcc_mean,mfcc_std,mfcc_min,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_max,stft_kur,stft_skew,mean,std,min,max,kur,skew
audio-only,song,fearful,strong,Dogs are sitting by the door,1st,11,M,1,2,48000,2,3770,180981.0,,10697,-24.284838,131.15007,-738.9306,197.10811,4801.708838091706,3186.456285597128,871.6652302339717,11827.945556006369,-1.3901591844072705,0.3207953465964486,0.50119,0.33966443,0.0022739873,1.0,-1.4450229776699668,0.0073489559830454,1.2031259e-06,0.017307345,-0.111694336,0.10449219,5.984792010434479,-0.3381265906000952
audio-only,,angry,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4471,214614.0,-29.61642956668795,14352,-22.681015,117.84908,-692.7726,218.4121,4768.704712763871,3313.3476698810377,783.673449537599,11574.400958555372,-1.2305525323024653,0.5842323112616404,0.4884625,0.3349674,0.00657792,1.0,-1.4335652167399755,0.1342649602950072,-5.3571493e-06,0.033074915,-0.25448608,0.29318237,8.077507693349062,-0.0064705318994212
audio-only,song,fearful,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3604,172973.0,,10817,-25.867405,135.82053,-773.74396,190.43936,5192.017618194766,3108.8711062682783,1031.0564907306848,11153.633089532916,-1.5057137434397831,0.1883037203860768,0.54442054,0.31821185,0.004068096,1.0,-1.2966306544060235,-0.0972073986068483,4.7177306e-07,0.011260764,-0.10888672,0.118377686,11.866844465612072,-0.4871276038131455
audio-only,song,angry,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4171,200200.0,-30.06913640600921,12092,-22.108765,115.41889,-676.44165,192.45114,4414.595045155629,2685.36275620827,819.6951632599591,10587.359158022353,-0.921281441280228,0.6588270794860233,0.47705752,0.32652748,0.004729083,1.0,-1.342916764264396,0.1558569273147338,-4.526571e-06,0.031378537,-0.21069336,0.22741699,5.657303980670491,-0.1618745919345377
audio-only,speech,happy,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3170,152152.0,-44.03165429181129,8157,-27.241446,157.42467,-829.15936,205.33098,6019.00138066543,3289.5285158449906,1134.2001989185887,11199.335235043833,-1.515870405622059,-0.2140768725138696,0.64154106,0.30136317,0.0067659835,1.0,-0.9498202804989572,-0.5835619672477891,1.3129506e-06,0.006297889,-0.046417236,0.044189453,8.996591939915929,-0.4771561245949585
audio-only,speech,disgust,normal,Dogs are sitting by the door,2nd,15,M,1,2,48000,2,4071,195395.0,-38.07453253904752,11228,-23.546463,135.11057,-746.5156,234.28851,4612.254753197738,2957.218609407956,747.3157926285526,10549.902641333802,-1.47359537398901,0.243863273540656,0.5156843,0.3246451,0.0027848205,1.0,-1.3853982481056877,0.0436841479455366,-2.1888723e-05,0.012489968,-0.119628906,0.13790894,14.6824663537996,0.2210316014362849
audio-only,speech,sad,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3504,168168.0,,4925,-34.476326,174.63513,-917.9381,236.32626,6739.503743532134,4819.783069483219,0.0,12152.931995400424,-1.7955758197840703,-0.1019138258240814,0.59946394,0.31455335,0.0,1.0,-1.0086516798031084,-0.4769376708101885,1.2742878e-06,0.0030210577,-0.02230835,0.031921387,13.30743840979731,1.0529919512843566
audio-only,song,calm,strong,Dogs are sitting by the door,2nd,01,M,1,2,48000,2,4938,237037.0,,5727,-29.152674,144.49255,-815.01074,209.39984,4476.643099588083,4402.894422558215,0.0,12285.681634448552,-1.1016364892248278,0.7984213887144009,0.45914635,0.35982865,0.0,1.0,-1.5016652571303812,0.1727677113826309,-2.5930356e-05,0.011788821,-0.06088257,0.053222656,2.7260790112984745,-0.007619708825559
audio-only,song,calm,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4504,216216.0,-39.78221315139747,9323,-24.60592,144.74382,-801.7194,220.16,3562.0919414765467,3057.278596184736,394.9520619499509,10861.949890201104,-0.6126909011055526,0.9345072248422044,0.5264707,0.34526026,0.0011346455,1.0,-1.4812429431635965,-0.06084343971017,4.044141e-05,0.010274135,-0.060699463,0.057250977,4.88898455315096,-0.7991732616356683
audio-only,speech,disgust,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3837,184184.0,-46.22659904607586,9645,-31.40924,158.82625,-858.592,220.38655,7014.318967773367,4339.414138610057,0.0,12112.762749146925,-1.732046791575247,-0.1746569571645684,0.58580506,0.3047064,0.0,1.0,-1.1657737158270172,-0.3428068311595078,6.66408e-07,0.00489157,-0.037994385,0.036224365,10.028642213102112,0.1094030438035985
audio-only,speech,sad,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3303,158559.0,-41.94297287279944,8374,-25.261507,151.38258,-802.6292,235.26917,5641.984832975071,3099.226602216712,894.5370580474741,13003.880462109855,-1.3527292941874405,-0.1617921866856515,0.64368445,0.2925425,0.01633041,1.0,-0.9143700786528326,-0.5630262343824263,-1.3544763e-05,0.008007944,-0.09475708,0.08682251,21.291014430200608,-0.8833352680294532
audio-only,speech,disgust,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,4104,196997.0,-33.67160321358432,16818,-27.962824,119.73978,-679.391,198.9714,5801.920882249922,3297.5095375759306,0.0,12005.645076440942,-1.0794372833133568,0.2417001013744229,0.49338776,0.3244571,0.0,1.0,-1.252638985294637,0.0307685057339399,2.7063462e-07,0.02074249,-0.15145874,0.1715393,10.459466515489424,0.5421650291040988
audio-only,speech,sad,strong,Kids are talking by the door,1st,15,M,1,2,48000,2,3270,156956.0,-36.0224035042897,7246,-23.174013,133.8958,-687.0197,231.57101,4272.86642571171,3625.770930146967,0.0,11446.38193255264,-1.3083152290999185,0.5760595700733393,0.6272747,0.32545412,0.0,1.0,-1.041990674401399,-0.5805922039627115,-0.00035732024,0.015824782,-0.1184082,0.09942627,22.57957740006021,-1.9153679176075105
audio-only,song,neutral,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4238,203404.0,-38.11711051468996,5887,-30.18753,144.97435,-805.18964,205.6399,4916.396051834458,4446.253227763799,0.0,12105.36489754176,-1.3631484655504016,0.5789160015726457,0.44643986,0.35911223,0.0,1.0,-1.4804879349878144,0.2108350715176055,7.355582e-06,0.012443555,-0.06454468,0.07418823,4.391837333056606,0.3103958275711811
audio-only,song,calm,normal,Kids are talking by the door,2nd,15,M,1,2,48000,2,4638,222622.0,,10832,-24.59658,145.08052,-793.83496,212.74706,4523.849533058775,3432.961813477598,499.016027376911,11141.953233896686,-1.504008466337604,0.3899178952004138,0.5139913,0.33774436,0.0007196413,1.0,-1.4659453173853538,-0.0153085994242603,-1.5927615e-06,0.011479846,-0.091308594,0.08428955,6.818611517094396,-0.5647737588049297
audio-only,song,neutral,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4471,214615.0,-37.63962958760262,9881,-25.027254,145.7542,-809.0843,235.6661,4037.606058047629,3032.5833637736764,629.1332985775825,10889.742882211038,-1.3267225006181,0.4694273028550811,0.48475316,0.33899456,0.0027186952,1.0,-1.433905794778972,0.1237573189618111,2.309092e-05,0.013144163,-0.07748413,0.09234619,6.54307415089581,-0.0909888741006017
audio-only,song,calm,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4404,211412.0,-37.16788164205228,5743,-29.247583,142.14084,-799.4335,197.18762,5347.917115916422,4556.64957749152,0.0,12114.105555420563,-1.541743490761878,0.4794067483536606,0.49572408,0.35627422,0.0,1.0,-1.532674960366367,0.0234862865358205,2.8538234e-06,0.013875599,-0.064331055,0.08163452,3.9173592445576393,0.4394025504458253
audio-only,speech,disgust,strong,Kids are talking by the door,2nd,15,M,1,2,48000,2,3370,161762.0,-40.37040573773005,5517,-21.414915,141.94011,-803.5089,236.44919,3238.813765685566,1970.660125922264,577.207820297009,9107.610115447244,0.2452012716325704,0.981389538359537,0.5812892,0.3085571,0.0065498524,1.0,-1.3048857337682929,-0.163021370694252,8.587717e-05,0.009608602,-0.09564209,0.10296631,13.919392580312756,-0.1499050411569339
audio-only,,sad,strong,Kids are talking by the door,1st,01,M,1,2,48000,2,3804,182582.0,-46.50236473578853,8073,-30.527296,161.06812,-858.88995,239.63257,6343.88684626711,4238.982287866858,0.0,12246.212507736636,-1.6774318987361982,-0.0284945355722703,0.59246904,0.30197987,0.0,1.0,-1.0451956818660963,-0.3864746683364738,5.2784236e-07,0.0047328374,-0.036956787,0.044799805,10.041904054697977,0.5899049413663123
audio-only,speech,happy,strong,Kids are talking by the door,1st,,M,1,2,48000,2,4037,193794.0,-31.558640858847426,9191,-21.93859,121.29027,-670.5705,192.95792,4784.9756149844825,2968.7998243561,597.7966336860466,12388.355566254002,-0.7875333164698497,0.630077482119381,0.50387573,0.33134645,0.0007940693,1.0,-1.4134604992141393,0.0538179734995191,-1.4855969e-05,0.026444592,-0.28027344,0.28070068,16.341479738378876,-0.0786820998609149
audio-only,song,fearful,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4638,222623.0,,13287,-27.164968,149.03044,-841.1067,192.34247,5200.64991854277,3256.318087348446,869.5847395360437,11595.95852475745,-1.3803559037122568,0.3309777532772828,0.5227595,0.32886687,0.0012036592,1.0,-1.3909702601195446,-0.0524797501557745,-8.224227e-06,0.005866186,-0.058776855,0.048065186,10.522883512465391,-1.0233760918409085
audio-only,song,angry,normal,Kids are talking by the door,2nd,11,M,1,2,48000,2,4304,206606.0,-33.64605646093865,10589,-23.668667,130.24277,-739.6696,207.39648,4604.084638614094,3234.9521179566264,676.0151890408572,11008.758328400716,-1.3904830572955624,0.4158794496369142,0.5050482,0.33699876,0.0045459666,1.0,-1.4601115563861633,0.0378169672785209,4.365246e-06,0.020801436,-0.13009644,0.16375732,6.421306017959594,-0.1328689269739932
audio-only,song,fearful,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4238,203403.0,-35.407502867553205,12646,-24.871164,130.63333,-748.0772,190.55379,4672.811705003872,3104.9511113575268,753.435849308283,11140.721308894228,-1.2010880955668004,0.4733572094014687,0.4859106,0.32982895,0.0033391793,1.0,-1.3685384307265227,0.1451903062366889,-7.981864e-07,0.016984256,-0.12585449,0.13131714,8.69998057606467,-0.1924069942787276
audio-only,song,angry,normal,Kids are talking by the door,2nd,05,M,1,2,48000,2,4838,232232.0,-33.22287786317275,14573,-24.066538,127.12467,-744.68896,236.17368,4397.398967007565,3054.79058826765,826.9690236934597,10867.866529906509,-1.1524943033723618,0.5795906513508507,0.47886103,0.32789227,0.0048866863,1.0,-1.361661982217786,0.1984045403581735,1.0288079e-06,0.021841617,-0.18487549,0.17282104,8.149066901899682,-0.2886915093726214
audio-only,speech,happy,strong,Kids are talking by the door,1st,05,M,1,2,48000,2,4137,198599.0,-44.733926680137785,14477,-30.039967,149.1219,-809.48065,209.44582,5904.068834751609,3613.5554402802495,1138.245421259656,11997.263437730451,-1.448865546573035,0.1442464074640645,0.53051347,0.3387417,0.00019243328,1.0,-1.395738325333482,-0.1757844565365274,3.3584872e-06,0.005827547,-0.05331421,0.047454834,10.20956730408772,-0.558863687582999
audio-only,speech,sad,normal,Kids are talking by the door,1st,,M,1,2,48000,2,3270,156957.0,-63.86461280451597,10227,-33.179867,186.95326,-1040.8762,202.77261,6940.49640737598,3424.1748830768643,1437.078059860061,11967.483916300964,-1.564592014608874,-0.2462683022476365,0.64114785,0.2523143,0.023220189,1.0,-0.7393037375723726,-0.4233285673520473,-3.390907e-07,0.00065187906,-0.008300781,0.006713867,26.54760201840962,-1.1649033370961317
audio-only,song,calm,strong,Kids are talking by the door,2nd,09,M,1,2,48000,2,5405,259460.0,-46.787173518080735,9087,-32.50922,160.38574,-859.76776,212.14783,4597.216211339899,4132.951419408125,0.0,12005.117308755687,-1.41962771542002,0.5935224497723114,0.44928417,0.34009352,0.0,1.0,-1.371626942833195,0.2089131953726648,-1.1485553e-06,0.0045798253,-0.03543091,0.024536133,5.998032877557352,-0.725672137185425
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,09,M,1,2,48000,2,3504,168168.0,-56.15759517723562,10889,-32.66004,172.55789,-933.90265,240.87016,6000.265540995696,3193.230207334514,1306.7045945308885,12002.48745389481,-1.3288180593746282,-0.0453019933427128,0.5914952,0.26824638,0.017447105,1.0,-1.0763731500398237,-0.1289341999751787,-6.320627e-07,0.0015753176,-0.017547607,0.022613525,34.771773637261816,0.2083749923093493
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,,M,1,2,48000,2,4071,195396.0,,13228,-25.419594,137.83101,-759.7888,217.10565,5852.000479275723,3536.704583981203,1189.5724281822918,12011.693106502433,-1.6426044011285037,0.0653177340319932,0.565381,0.28252617,0.015888503,1.0,-1.110822939469008,-0.097384043315134,3.306399e-07,0.015279845,-0.19821167,0.27734375,27.574184770883857,0.9715278477341632
audio-only,song,fearful,strong,Kids are talking by the door,1st,19,M,1,2,48000,2,4471,214614.0,-33.99744373270901,10066,-24.683369,124.37297,-708.2364,217.57108,4156.463188805391,2893.466766293636,1166.4868057161746,11375.663304665864,-0.7376257837891078,0.8365317472252373,0.48853412,0.32920718,0.0014933144,1.0,-1.35506242566508,0.1135817281327578,-1.8223182e-05,0.019964589,-0.16790771,0.1253357,7.250662855549441,-0.0955722813032683
audio-only,song,angry,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,5072,243443.0,,14600,-20.009073,111.30733,-689.7481,192.7468,4229.901797120375,2202.014090500273,1196.471569539612,10794.222335390115,-0.2629732497475063,0.9206657329948512,0.49675488,0.32097474,0.005447012,1.0,-1.334242146871054,0.1420707928202907,2.3605702e-05,0.04074359,-0.27734375,0.36773682,6.94339439791348,0.2038132020985877
audio-only,song,calm,strong,Kids are talking by the door,2nd,21,M,1,2,48000,2,4905,235435.0,-31.54861674967016,10159,-26.235434,129.76584,-734.25415,233.42557,4269.473976875528,3772.168334022578,631.0200744182661,11998.21766143816,-1.0503531115724871,0.7406370268180006,0.43111202,0.33667755,0.00055358495,1.0,-1.2913371133244655,0.3440355719271515,2.0564546e-06,0.026483342,-0.14083862,0.1465149,3.746963142376006,0.1136547398945404
audio-only,speech,happy,normal,Kids are talking by the door,1st,19,M,1,2,48000,2,3637,174574.0,,6855,-28.228306,158.03258,-859.13055,216.24725,5116.012847498685,3881.6549660236456,818.2436272247679,11992.512703759248,-1.390015312233284,0.4986405166307687,0.54933286,0.33243516,0.0058905557,1.0,-1.456565935423444,-0.1496780777293291,-1.5503525e-05,0.004557992,-0.030059814,0.0256958,6.917795174359558,-0.6567812614941743
audio-only,,sad,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4304,206606.0,-46.33585696010591,11665,-29.348112,158.85262,-862.2163,241.74664,6275.770810921637,4069.185431495804,913.8658111065822,14261.110699722478,-1.6392145382048096,-0.028027264106983,0.5985515,0.2934575,0.0060989084,1.0,-1.0972982566401075,-0.3580417447869433,-7.8285805e-09,0.0048419363,-0.038085938,0.049468994,12.819314769531656,0.2153916470411822
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,21,M,1,2,48000,2,4271,205005.0,-36.10665139695803,13885,-26.674131,133.97964,-724.2358,234.70587,5459.7133331738005,3682.410635908252,806.698892918817,11976.721987128183,-1.6109721773929808,0.1551650168589448,0.5224587,0.32168233,0.0043768184,1.0,-1.3595029435436587,-0.0511142182111658,6.460637e-08,0.015669534,-0.13909912,0.14303589,13.60985901266779,-0.1483588473555052
audio-only,speech,happy,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4404,211411.0,-33.918119988356985,11345,-23.709,120.91695,-689.99744,195.19829,4130.651795853623,2085.4128230927627,795.5042561350733,9549.746071605454,-0.5822774240573905,0.6182049211759066,0.48854306,0.327421,0.0006635636,1.0,-1.3205971926791502,0.0725641374466224,4.7233672e-05,0.020164786,-0.22244263,0.17770386,10.971984171492672,-0.4772625792783895
audio-only,song,calm,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4705,225826.0,,12991,-25.11119,125.27166,-714.27454,210.40366,4399.576865522258,3583.769600228111,769.8508518123601,12078.021480759984,-1.2024002093049029,0.6014644131299409,0.44404557,0.33772334,0.00037056344,1.0,-1.331474213095554,0.292242689843384,5.7717256e-07,0.025502663,-0.12094116,0.1184082,3.0092950392795066,-0.0341627597371201
audio-only,song,angry,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4538,217817.0,-31.813078783236115,13349,-25.507801,128.13393,-747.0941,223.05945,4931.938571597675,3469.792095453053,996.7505736414778,11611.145833031544,-1.347729258758299,0.5005133469930625,0.49166995,0.3319045,0.006688893,1.0,-1.415242655796023,0.0777498292328577,-7.298148e-06,0.025668051,-0.19613647,0.18795776,6.104356566966111,-0.3859234196067488
audio-only,song,fearful,normal,Dogs are sitting by the door,1st,19,M,1,2,48000,2,4605,221020.0,,10444,-27.743942,141.25504,-785.2735,200.4674,4825.688507439393,3687.6748794791415,900.8075998385472,11964.07482936536,-1.3931063234587089,0.507209551817289,0.46178833,0.3474058,0.00031749572,1.0,-1.4513713480385024,0.147276108256374,-7.0214455e-06,0.010520252,-0.063812256,0.060699463,5.225652004742985,-0.4715277457153094
audio-only,song,neutral,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4371,209809.0,-31.08057681786539,13397,-25.373222,124.56636,-681.44104,209.19725,5273.482382643369,4250.962389178831,750.1115693273981,11933.796600230296,-1.6703028046070016,0.2716968052133292,0.4646526,0.34205684,0.00013247474,1.0,-1.40062776005335,0.1078710536913851,9.717788e-07,0.027938342,-0.13143921,0.1453247,3.8383358870002935,0.2563909548583727
audio-only,speech,disgust,strong,Dogs are sitting by the door,2nd,21,M,1,2,48000,2,3971,190590.0,-39.06314141006486,12713,-23.871426,145.70831,-813.1019,235.0199,5312.698249851048,3057.128489051384,992.383186907599,11461.382077406312,-1.333819721478396,0.1621864447921831,0.5913108,0.2899277,0.009809415,1.0,-1.1074577011326685,-0.2705815198470037,-1.9678946e-07,0.011146254,-0.106414795,0.15267944,14.910061344745165,0.5916248161021025
audio-only,speech,disgust,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3604,172972.0,-45.90683693839325,11960,-27.739676,155.55853,-837.5589,280.1737,5003.963421039705,3142.6638087611364,1003.4792397606118,10878.713540004695,-1.6335817590787798,0.0404001415268855,0.5524586,0.28845304,0.013538099,1.0,-1.1743581619412116,-0.061185107233281,-8.3981035e-08,0.005067097,-0.054351807,0.064697266,24.439667904368548,0.1559835816863888
audio-only,song,neutral,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,4238,203403.0,-43.15030175918528,8577,-31.173223,150.71133,-825.3689,226.7087,4334.191001863432,4035.038012015145,0.0,12095.765720733029,-1.1704042467379177,0.6858531639352483,0.42337888,0.3514414,0.0,1.0,-1.3907008412117314,0.2988686336768865,-1.147618e-06,0.0069669136,-0.042907715,0.032562256,4.958903992382517,-0.5471444318595492
audio-only,song,calm,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4905,235435.0,-40.59457016956276,18925,-29.001196,139.44818,-796.0678,211.69455,4217.163552642397,3179.6370428114665,932.917433405549,10711.699965372203,-1.6074345482752477,0.4011200818750039,0.41071707,0.3307802,0.00208662,1.0,-1.1531044268619792,0.4643161812016371,-9.4688943e-07,0.009355815,-0.05569458,0.055511475,4.107653524060223,-0.4581519691585903
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3637,174575.0,-53.65882044506962,12489,-31.581514,168.30774,-935.55536,214.70644,5628.7769920100745,3336.7209258067905,1075.6706333229654,11304.183759898564,-1.5509627258472072,-0.0632792107965253,0.5410714,0.30803442,0.0074938885,1.0,-1.2690579757859952,-0.0952319839407981,8.5237696e-07,0.0021010372,-0.018005371,0.012939453,7.945485095040322,-0.6361018942085839
audio-only,song,fearful,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,4304,206607.0,-39.353504591437904,15619,-33.273663,139.59071,-784.12634,182.83838,5034.484122951719,3343.533247524196,0.0,12000.00007264316,-1.1753568413685251,0.3087791531269547,0.38790458,0.3509319,0.0,1.0,-1.2542573027597608,0.4118949110872379,1.06940846e-07,0.0107934,-0.063934326,0.06607056,4.904027522913173,0.0732736185468401
audio-only,song,calm,normal,Dogs are sitting by the door,2nd,08,F,1,2,48000,2,4872,233834.0,-37.65985285549987,13823,-30.918442,140.35114,-783.07965,155.5888,4865.682690718988,2805.9801978285936,1240.6857223056784,10811.739676979812,-1.2419908947949625,0.4893933679574014,0.43672892,0.36606824,0.00010719796,1.0,-1.5048876384184509,0.2013795628475152,-6.618924e-06,0.013119758,-0.080078125,0.05419922,4.703578230232065,-0.9967895124434464
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,08,F,1,2,48000,2,3670,176176.0,-45.54807663661845,10043,-29.987865,157.54712,-836.89,234.71368,5252.50630873465,2880.2620184808325,823.381548732181,10362.042859101251,-1.4365489091433814,-0.1069430982455534,0.5333521,0.34295815,0.00015644013,1.0,-1.3817787019594572,-0.1846257242680518,-1.5799588e-06,0.005285185,-0.035003662,0.032104492,6.572755597482402,-0.8354081615930186
audio-only,speech,disgust,strong,Dogs are sitting by the door,2nd,08,F,1,2,48000,2,3871,185785.0,-41.81136596657302,11409,-28.805923,151.20038,-796.5765,207.10876,5718.625096969029,3201.033222902156,785.4898490395499,10576.815510107625,-1.52014948327029,-0.3057876876424658,0.58124423,0.34759477,0.0002464788,1.0,-1.3679252260420889,-0.3959152363933916,-6.212422e-07,0.008145282,-0.051849365,0.04156494,5.471359341247483,-0.3610870569832248
audio-only,speech,happy,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,3871,185786.0,-35.01053900619659,16009,-31.450148,129.03487,-729.5279,167.3548,5064.29495244711,3634.308685875607,0.0,11603.680184988903,-1.4047560785176627,0.2450428793353065,0.40014586,0.34678167,0.0,1.0,-1.2987914913816645,0.3251839743483098,-2.4310774e-08,0.017764011,-0.1260376,0.15875244,9.017625389001264,0.3191778445176816
audio-only,,neutral,normal,Dogs are sitting by the door,1st,08,F,1,2,48000,2,4705,225825.0,,14551,-32.696785,136.38269,-753.83606,151.90637,5584.474534565133,3158.758998556854,835.8913269652396,12346.49799785511,-1.5615758800356447,0.1479015178422435,0.44227198,0.37734807,2.7855795e-05,1.0,-1.5821853609700964,0.1545815906811512,-2.9599314e-06,0.017408125,-0.11392212,0.09011841,5.7145744415102016,-0.9393952798585596
audio-only,song,angry,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4304,206606.0,-32.62442330654228,14685,-32.66509,125.54795,-705.70294,181.09998,5003.631634815586,3331.9472263435296,0.0,11999.999972060325,-1.3335636130881592,0.2304469285394215,0.39673775,0.3516057,0.0,1.0,-1.3149423557063749,0.3622308009117214,-3.3544728e-07,0.02340004,-0.13024902,0.15637207,6.728848470240326,0.1068933470530111
audio-only,song,neutral,normal,Dogs are sitting by the door,1st,20,F,1,2,48000,2,4705,225826.0,-38.75916270244985,10749,-36.887836,138.15833,-789.0587,152.46793,4210.522802712635,3733.718032594684,0.0,11781.614951994155,-0.9017891986768573,0.7336963023837045,0.2907233,0.35691226,0.0,1.0,-0.872716164875794,0.8510185998041728,-1.7182742e-06,0.0115421545,-0.061798096,0.07131958,3.815202759968889,-0.1845463026870344
audio-only,speech,disgust,strong,Dogs are sitting by the door,2nd,20,F,1,2,48000,2,3871,185785.0,,18483,-31.895004,130.8099,-765.57996,201.88841,5447.845010065636,3466.5499832916835,0.0,14951.815817126826,-0.9163033444966556,0.3215638689509095,0.41988304,0.33921322,0.0,1.0,-1.270689550624596,0.2926020680681472,-5.995595e-08,0.012879629,-0.11456299,0.092315674,9.152480565602469,-0.3133965836053858
audio-only,speech,happy,strong,Dogs are sitting by the door,1st,18,F,1,2,48000,2,3770,180981.0,,14409,-27.03182,114.497765,-643.89166,147.14062,5940.042239885745,3673.894264622495,0.0,12083.108215918428,-1.2098667377985797,0.4289211605801931,0.4533646,0.36724707,0.0,1.0,-1.5223142458585843,0.173356991061652,5.5274654e-07,0.043234322,-0.33724976,0.45996094,11.318622508556455,0.0207265289129192
audio-only,speech,sad,strong,Dogs are sitting by the door,1st,20,F,1,2,48000,2,3804,182583.0,-48.581802085699394,9975,-38.3679,164.02917,-850.48926,209.61061,5300.573514212116,4331.816776696595,0.0,12000.00001117587,-1.6671072049923776,0.1674000288900683,0.40416437,0.36630726,0.0,1.0,-1.4907602758706138,0.2619892218425685,5.0978795e-08,0.0037442641,-0.026885986,0.025390625,11.385384275742458,-0.356604290401985
audio-only,song,calm,normal,Dogs are sitting by the door,2nd,20,F,1,2,48000,2,5105,245045.0,-39.91243882367998,11907,-38.29137,140.72583,-805.64343,151.82004,4112.314021343862,3638.7631717706936,0.0,11918.916554615464,-0.806219737780101,0.7762416036890641,0.2902757,0.3579965,0.0,1.0,-0.8633435410205785,0.8523741796981287,-1.2917151e-06,0.010103625,-0.063446045,0.052001953,3.0858068395039933,-0.2987578572295304
audio-only,song,calm,strong,Kids are talking by the door,2nd,,F,1,2,48000,2,5372,257857.0,,11643,-37.910355,146.79556,-823.0264,137.37994,5183.66223658052,3772.838659896966,0.0,12008.05021247374,-1.3213922551961197,0.5277546908391241,0.35006836,0.36680606,0.0,1.0,-1.2603682994554457,0.57090404764658,-1.142085e-06,0.0075484863,-0.047790527,0.054229736,5.87624524645724,-0.2787575009287679
audio-only,speech,sad,normal,Kids are talking by the door,1st,,F,1,2,48000,2,3604,172972.0,-58.053321564799646,11133,-39.129173,176.38712,-1025.0269,194.72061,5775.877081114738,3560.579213560832,0.0,12000.000089406967,-1.1956478658706815,0.0802885748964657,0.4828696,0.33380193,0.0,1.0,-1.3279647297962516,0.0019512891531589,-3.3327768e-07,0.0012711234,-0.010345459,0.013702393,9.62741581118066,-0.1528206017222776
audio-only,speech,happy,normal,Kids are talking by the door,1st,18,F,1,2,48000,2,3403,163363.0,-40.260456299505705,5925,-33.08788,148.40572,-796.43365,221.03159,6728.232490056491,4305.009702311214,0.0,12137.396478366154,-1.6683424967129157,-0.0235176979749013,0.5530745,0.34782392,0.0,1.0,-1.4157239405776183,-0.273513474638577,-3.4129891e-07,0.009707128,-0.13357544,0.12756348,20.12594283326222,-0.1433989558100104
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,20,F,1,2,48000,2,3737,179379.0,-51.41934525619099,13263,-34.33559,161.941,-907.12646,197.42049,4913.001818450602,3305.657232993371,0.0,11999.981526515969,-1.1437016575639254,0.1210578852911143,0.42080745,0.3318807,0.0,1.0,-1.1997565045260057,0.2836236894463197,-3.210335e-07,0.0026997253,-0.02319336,0.026947021,13.576620625098958,-0.1931765053098895
audio-only,song,angry,strong,Kids are talking by the door,2nd,24,F,1,2,48000,2,4338,208208.0,-19.89932804437852,15627,-24.50687,95.18562,-549.0519,163.26904,4785.258134947118,2990.153764795905,0.0,11229.632792202494,-1.056306158123115,0.3319625468259743,0.3888653,0.3455807,0.0,1.0,-1.2397861297149764,0.4423116921298173,3.6569853e-07,0.10117113,-0.9077759,0.9988098,10.19573353403588,0.2809282679516414
audio-only,speech,happy,normal,Kids are talking by the door,1st,,F,1,2,48000,2,3604,172973.0,-44.59785251903888,11241,-35.699028,155.4078,-832.718,196.30896,5118.478163134569,4062.452471295391,0.0,12296.707984708097,-1.5102661394516554,0.2061608141276845,0.41059232,0.35025424,0.0,1.0,-1.3839643469407192,0.2572877295422185,2.5988098e-07,0.0058934293,-0.05758667,0.05996704,18.17381676642909,0.2712237442786201
